wallet_id,score
0x37acfef331e6063c8507c2a69c97b4f78c770a5a,100.0
0xf859a1ad94bcf445a406b892ef0d3082f4174088,60.9712575491583
0x3c673dd35bfea5267c4f5598a8d441fb13f8475a,11.052043434741506
0x320bb16ad49c27825e619a1ce658aeb4bcd68af0,10.410188482808909
0x11c4fbc8fb62daab60bca91c72c641123fca90b2,6.687450202043057
0x5f0f119419b528c804c9bbbf15455d36450406b4,6.504266451662994
0x3a9f7c8ca36c42d7035e87c3304ee5cbd353a532,4.318618342502192
0x6a0c50788e462f322959a2458687096994d66316,4.2753077278446225
0xffa7370a03c2a91f5b1847a90750489d05f52fa9,4.191269867053593
0xf46ad3ca0aacf10114c76e0b1c077a154e5522bc,4.011745243294586
0x79d93cbf3583e62dd3edbddd1ee1121f8b07af81,3.702199387478454
0x6526f255f7f0ee69074e1c1a4c3457f6c2262db7,2.8896757059283846
0x5e7e3a09995544841bcfd53cfc8a45f33281d2e9,2.6575886695966697
0x1cf1b39d9db93bd13b41f0d5be32b240dcd002ad,2.38031320561609
0x8d37a11a65b4f2c541af1312bc44f74a078160c7,2.303411306432571
0x978aad63fe35f7a72573c411c3dff53608aaeac9,1.8653248820866097
0x57bf61b835a8a49fe51aa4614f774d9f01bdda73,1.7463310995169972
0xa592cb9bde3df473e762545d54f6b89b36afde4c,1.7016947222501888
0x6f636a1a8d60747f398aa4ce6f7bd23d83d89956,1.643123882508384
0x6f9ac5b3fa4308620c6763d9aa5a65446e75f5b5,1.6356844568921218
0xc4abbb0099c3db6e8bebd3693ed66f7fe020f405,1.606658606525342
0xce9114fa0e578fc3a8ff3cee9809fc713b2533ac,1.5939751977588004
0xb277d98b101af4f1a1c7fe6d443f6993f1904237,1.3880754282227437
0x02ab88ddc83fd680395e020b281cd73d941c1df4,1.3751317435125305
0x585b7f51a3a5b531460267c670b846ce86972e32,1.3182796064880826
0x8d093c8c70b5b5ba375d2d301c52d5b9d5ec79e3,1.176115849761442
0xa6308eab4fc51b4d1c1213ef0628ada3c04ff47f,1.1287433026096803
0x69f9e262ab96a599190bff462327f2d23ce2399c,1.0873603575707993
0xd20e0cac11783e2095647719da8bfbbc3a373f1b,1.0820980602643622
0xc9c5a0228fb686e9720ca24691e59e9410c52688,1.071607638623759
0x287e2c76aab4720786076c3deedd7dd386092050,1.0624988250446128
0xd4010758acc60163f169cbab9a23196e73fe2119,0.9949223441058709
0x23cc917f53ed08c028a9b60067d4de1d7db77f5a,0.9774484575419742
0x784fd666bf195c9d5853d436b66f9d7f96ecf263,0.9490329685757122
0xc9b712dfb0fc1a328cbab69dbde92c687c358585,0.9482134453985587
0xabeab690bd56d307f4bb3b59c2f209c353ee057d,0.8882915990637082
0xc4fbcc6643ce3aafefa9ad6ab35be85ffacd306f,0.8684514468696446
0x40941f5619974c639fe13fe977fd92805fc10ec3,0.8455242630674364
0x87816ddfd2f9865ca3025e46022e17f4ebd2e0b1,0.8444004531414997
0x44cb1e1e52f9ac8fc49023c10ab884d2d01a3287,0.8226787051577059
0x314f5c4756636c0ed347765ae3c1b235ea975e3d,0.8183746846582731
0x3f4b0089eec7d3e9cc51c9333db927b0f5416e30,0.8177585690532465
0xb088a3bc93f71b4de97b9de773e9647645983688,0.8143694708774752
0xc1c0d22af2c6fedb124e770bd8947c4544e57d08,0.7807706430960225
0x3e3742b6b7c0add19eb155c72eacbb6bfc8958dc,0.7772155078405688
0x233f1d0c0abb1eca410b6e1e7d2560cfd32b07b2,0.7588951747787132
0x4c77ca7ff8e548806fdc88e4dfa8ea1e493a450a,0.733367313409569
0x0a7aff107909cd284ba841b67050cb0458175944,0.7189348739742382
0x4fd111b25a629c570740097e471d275bd5edbb38,0.716365636607123
0x23ddf6d247daaa192505811bd21661c8eb46b21c,0.6588878024833856
0x4467554da9e6e79ef5f90f0c0fcbf7d645c394cf,0.6511502556684928
0x6c76d2e8dc43b63d9952594514ed67eeec34218a,0.6324955273730376
0xd47f89ed17b4249f620ac45c83dfaad7f4faa3d5,0.6301647093948919
0x782c7c0015ff2c58c9801a63eef8b6f48c8b7ae0,0.6197467904774203
0xc0edffe90b881b584a3a9d8c39dd24aadc09ce6b,0.6162561302940117
0x84f10948e7e8c26dfaff67662d2168147c3d719c,0.6112270627213021
0x429e8a3534b37379c7e5dfa6db41f50d415ba163,0.5968779006838506
0x46a0b4fa58141aba23185e79f7047a7dfd0ff100,0.5953934949894782
0x85697c00fb7bfdd5b31826f4e807459fb9941b19,0.5952099235209036
0x3ef71b47a6b985f753b02b15b7b64c8985bcc4a8,0.5939054375507935
0xae8a12537986112027a997181f2ec8f8c01a1dd4,0.577219895726459
0xdcff45f5867b7722743f3c746a138e5aac4a46e2,0.5667511178654777
0x3026a225d43c63bc36a1ccafae449c403069f9fd,0.5619475556206707
0x331251c7e76d26cb33acc063240ce8ee03ce6ec2,0.5529917705917238
0xe2bc1ce434bcc3f3e92a70a6955a1ebf3f459a9f,0.5421996668269554
0xa7171cc94e1511632715bda67de086c0d83f5402,0.5383733660414863
0xb45de55de3d88b1dc8d9895711c96a0d27c4bb6d,0.5199906980240133
0xe7d6e666063904e2f21beb8daed5eefeddaad794,0.5023755444864303
0x840598d0d266cf1a009e65d4414f747b2e799330,0.49916948973069136
0x56f999024e23e626a95988ce77d4c7742561ca4b,0.49081352586995397
0xb1156ef2dc0317f80ebce395806b20cb91dcb5f3,0.4900370466489813
0x1878fedb5f431c898303f642dc41312e8ba54a32,0.48626487859330747
0xf47b25c9aa978f080995fdcd0d1b04ce274747ba,0.4662317250285522
0x67d3ccbd1d81e7b1427b70d94454e0039271d237,0.45782109562318657
0x1fc931e464b63cd55e69c1fd4461317fe35ff771,0.45735517879307264
0xfcb6a30ef6f39edb1c3f8b5dcd5eade4efc2cb1e,0.45172375205918885
0xb4df85cc20b5604496be657b27194926bd878cee,0.45008052250650044
0x21edc17321fee0772bb5a9048f5ceb68769261d9,0.43585346764526584
0x4b38d3b4fb1e5a7674b486a89aed5cba5614613c,0.432924455899922
0x7384b2ea175b7687faa503e4852ae5cac1deb021,0.4284658626233867
0x30781d7d755845fa50bfdb63ba7b9426a760f3b1,0.42633424744867854
0x9cfd5052dc827c11a6b3ab2bb5091773765ea2c8,0.4127366955422189
0x55a3df57b7aaec16a162fd5316f35bec082821cf,0.4119644786095415
0x992c0738268431baa068aea38a65627f56b9f4b8,0.4110467893845101
0x46c5334d0fa602c9124026d6d5583800e02d9342,0.4063036917444759
0x3d8e382e38d464e0352765b01f9fbcdde1eb56a0,0.4043798066823461
0xd9418d5bd82754420f92be3583ecfd3e984045ad,0.40265506223895925
0x8ad5ee55a8425a8a4938106050636e0901df4321,0.4022954746196966
0x26ec7fc8b97d013d3d0664ab78abcb401bf186f0,0.3921926842872075
0xb631651cb570ba0c0d696bd5e4860cbd214f20a0,0.38569043970732375
0x774f45a32ca6a365b693dfd58d129c959fc159d9,0.3851776408129478
0xca015bdc2fc7ef0c12f66cd8beacbbc250aa4220,0.383061123138898
0x19f9aa162f71014b6b5859dd9b50b448629aa7a2,0.38259889994837293
0xdf934780e40d9449035779a58f9d25d64fa1ffc7,0.3810734622165476
0x94fa8efdd58e1721ad8bf5d4001060e0e1c4d58e,0.3806250466111569
0xf6020ee2184a748a90721f112c38cc020ca09704,0.3740256997212824
0x3c112d7558a9a80ef8a19342a5869b69d16c39b5,0.37138270043750965
0xf2201927b27ef22c967793d5eae870d5de19c832,0.36999809157089114
0xf157eba689047d5d6b0ac629bf46a62a59ad501f,0.36831881356879537
0x4282890ff9661a51ea367aeddf341c6f6395d4e1,0.3670428492416654
0xf84cc6a984a64468dfd9da25ec44b40c0eb7678c,0.3581744768530509
0x789951c525627264fd0489537f74d6ac7c5d58d1,0.35349931509638005
0x42ab9e1c9332e61eba3a17b53fce2abf73dc8b12,0.3468647737505509
0x0393f591f970708c840ed9970f2a867d8b588c83,0.3465556843324023
0xaeebe2d33fbdf50684161d1c1ed29a42ac915841,0.3460544358353422
0x19764305e5df2563e2062bcce5429b540d994be1,0.3398223086012933
0x90a286841a7e928509c4016186ee4ced3e2ec079,0.3388095217095029
0xc630511adc178d3e45004321c5f545eab511619e,0.3382683186257278
0xb1734fa31d26d0d7881cbdc0118b1535f5454a33,0.3378313310099704
0x0358629bd27fa559b88d0f41ea3da28d057c3414,0.3350951031131261
0x3eab4037a2e7f4d4d0946c091fe135838221f2b6,0.33300417043060804
0xd95d24c0db731d8f71459f4a516f0047aa01a61c,0.32606117843957044
0xe75c8bcd8b9a36f9cf89442d436686c218c68593,0.3241851298308873
0xad54d739ef647b3b29bb5043a16317bdc1ddc470,0.32390664739548325
0x9fd31424cfceab50218906bc1b3d87fe7778ca61,0.3174291437426765
0x807de2f1e7df1299ecd3501f1d38878e871628a3,0.3149289227830275
0x9eb408e53dfa0c877b65bbe874de81247212380e,0.3138491197779763
0x238e24c06313fc8176bc6c49a0ebe86c2b0aabb6,0.31279910688021845
0xd8b3d214529eb391b1b9428ed2c562852c4185b5,0.30936280029826674
0x614d98a57a5d879d717152de0690ed2b04562ade,0.3083229953627513
0x2ea64c6de91ce1cf3d3761930ac775476cdec742,0.3050418325616188
0x862efbff8e2a634dbda85b461f4d1c41a557c46b,0.29627689939492147
0x592e720974d478832053af79151f3482b1538f36,0.29148770706695004
0x212b1b5afa70e74e461a7ebf7f17d85a465d3394,0.290006758029747
0x4e058516eebf1db6b50d0c4396c608de25a77545,0.2877987459839033
0x3123f7271ee3ab8041328b6812439d11bfc79817,0.2860032773761536
0x6b924183307ef2e529db662f80200611328a0cbd,0.282546141083348
0x3433139d05ad5cf0f2a5cb84b6189aef6fad5e44,0.2823954317100925
0x24e2b3e7dcede69200223531beaf18b9f19b8ccd,0.2788814579140047
